Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-08-21T10:13:10.075,E3B2 6BDE,AE,1B,2015-08-21T10:13:09.516,ASL/16/3937*21
2015-08-21T11:03:57.056,5566 4B4B,E1,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:03:58.066,5566 4B4B,DE,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:03:59.075,5566 4B4B,DD,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:00.081,5566 4B4B,E1,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:01.085,5566 4B4B,D2,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:10.162,5566 4B4B,E4,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:11.171,5566 4B4B,E8,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:12.181,5566 4B4B,E8,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:13.191,5566 4B4B,E5,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:14.202,5566 4B4B,DC,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:15.211,5566 4B4B,D4,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:16.220,5566 4B4B,D2,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:17.228,5566 4B4B,D3,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:18.235,5566 4B4B,CB,AC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:19.242,5566 4B4B,D1,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:20.247,5566 4B4B,DB,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:21.251,5566 4B4B,E3,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:22.253,5566 4B4B,E1,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:26.256,5566 4B7F,E5,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:27.265,5566 4B4B,DD,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:28.274,5566 4B4B,DE,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:29.282,5566 4B4B,DB,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:30.292,5566 4B4B,DF,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:31.302,5566 4B4B,E0,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:32.312,5566 4B4B,DE,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:33.322,5566 4B4B,D7,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:34.332,5566 4B4B,DA,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:35.342,5566 4B4B,D4,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:36.353,5566 4B4B,DE,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:37.362,5566 4B4B,DB,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:38.372,5566 4B4B,DB,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:39.382,5566 4B4B,DB,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:40.393,5566 4B4B,DB,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:41.403,5566 4B4B,DB,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:04:42.412,5566 4B4B,DC,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:03.428,5566 4B4B,CD,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:04.431,5566 4B4B,EB,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:25.478,5566 4BFF,EA,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:26.483,5566 4B4B,E9,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:30.552,5566 4B4B,E9,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:39.791,334B 4202,C6,F5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:40.796,5566 4B4B,E9,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:41.799,5566 4B4B,EB,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:46.318,557F FFF0,E8,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:52.816,5424 432A,C5,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:53.821,5566 4B4B,E9,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:07:54.823,5566 4B4B,E9,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:04.861,553F FFC0,E8,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:05.903,5566 4B4B,E8,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:06.871,5566 4B4B,E9,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:20.159,5566 4B4B,E6,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:21.169,5566 4B4B,DE,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:22.178,5566 4B4B,D9,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:08:23.184,5566 4B4B,E1,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:10:46.504,5566 4B4B,E9,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:10:47.508,5566 4B4B,E8,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:11:20.539,5566 4BFF,E8,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:11:21.542,5566 4B4B,ED,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:13:05.921,5566 4FFF,ED,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:13:06.924,5566 4B4B,E9,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:14:23.139,5566 4BFF,EA,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:14:24.142,5566 4B4B,EC,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:15:01.730,5567 FFFF,EB,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:15:02.733,5566 4A4B,EA,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:15:43.663,553F FF00,E9,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:15:44.666,5566 4B4B,EC,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:16:23.488,5566 4FFF,ED,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:16:24.491,5566 4B4B,EC,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:17:03.277,7FFF 8000,EB,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:17:04.279,5566 4B4B,F0,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:17:44.852,5567 FFFC,ED,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:17:45.855,5566 4B4B,ED,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:01.506,5566 4B7F,F2,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:02.509,5566 4B4B,D3,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:04.983,5566 4B7F,D3,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:05.992,5566 4B4B,EB,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:07.000,5566 4B4B,E5,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:08.007,5566 4B4B,E7,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:09.013,5566 4B4B,E8,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:18:10.017,5566 4B4B,EF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:29.364,5566 4B4B,F4,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:30.374,1466 0B4B,E1,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:31.384,5566 4B4B,F4,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:36.436,5566 4B4B,E3,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:39.467,5566 4B4B,CF,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:40.475,5566 4B4B,F0,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:19:41.478,5566 4B4B,EB,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:20:48.650,5566 4BC0,E9,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:22:12.044,5566 4B4B,CE,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:22:15.963,330B 4B34,C6,D8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:24:35.634,3FFF FF00,CC,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:24:36.625,4B52 4B25,C6,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:24:37.614,4B52 4B2D,CE,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:24:41.793,4B52 4B2D,CB,BC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:24:42.803,5566 4B4B,D0,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:26:59.213,5566 4B4B,CF,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:27:49.018,5566 4A4B,CC,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:06.946,5566 4B7F,C8,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:07.950,5566 4B4B,CE,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:17.615,5566 4B4B,CD,C3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:18.601,334B 664B,DB,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:26.088,334B 664B,D8,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:49.813,5566 4B4B,C5,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:28:50.816,5566 4B4B,CB,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:29:07.022,5564 FFFF,CB,C6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:29:08.025,5566 4B4B,D1,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:29:15.708,5566 4BE0,D2,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:29:22.568,5566 4B4B,D0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:29:24.546,334B 4B52,CC,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:30:09.902,334B 4B52,CD,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:31:32.739,5566 4B4B,CE,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:32:54.862,5566 4B4B,C8,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:33:55.541,543F BE00,C4,FC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:34:28.868,4B52 4B2F,CF,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:34:29.859,4B52 4B2D,CF,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:34:30.847,4B52 4B2D,DA,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:37:32.647,4B52 4B3F,DB,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:37:33.658,5566 4B4B,D2,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:37:57.512,5566 4B4B,CD,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:37:58.520,5562 4B4B,C8,E5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:37:59.524,5566 4B4B,D0,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:43:26.670,5566 4B4F,D0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:43:27.648,334B 4B34,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:43:46.602,334B 4B00,C9,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:43:48.565,334B 4B34,D0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:43:49.542,334B 4B34,C6,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:44:28.569,337F FFFE,CA,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:44:29.578,5566 4B4B,D1,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:44:30.587,5566 4B4B,CA,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:44:31.591,5566 4B4B,D3,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:46:31.469,5566 4B4B,D2,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:46:32.476,5566 4B4B,D3,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:46:33.479,5566 4B4B,D6,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:48:28.120,5566 7FFF,D7,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:48:36.207,5567 FFFF,CF,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:49:20.971,334B 2D34,D0,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:49:59.732,0544 0108,C3,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:50:37.504,4466 0B08,C4,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:51:09.315,0144 4322,C4,F4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:51:55.023,5564 4B2A,C3,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:51:58.979,1166 4808,C2,F5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:52:39.596,314B 4340,C5,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:53:38.696,324B 0B40,C6,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:55:58.787,33C0 0000,DB,85,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:56:18.952,5566 4B4B,D8,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:56:19.957,5566 4B4B,CE,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:12.417,5566 4B4B,CE,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:13.403,334B 4B52,D0,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:39.617,334B 4B52,D3,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:40.625,5566 4B4B,D1,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:41.630,5566 4B4B,D0,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:47.893,5566 4B4B,D0,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:48.899,5566 4B4B,CF,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:57:49.901,5566 4B4B,D3,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:24.209,7FFF FC00,C7,FA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:25.217,5566 4B4B,D6,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:26.220,5566 4B4B,D1,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:27.910,5566 4BFF,CF,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:28.897,334B 664B,D2,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:29.881,334B 664B,D0,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:58:47.465,334B 4FFF,D2,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:26.340,1464 4800,C6,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:27.344,5566 4B4B,D3,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:32.627,5567 FFF8,CB,D8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:33.637,5566 4B4B,CE,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:34.648,5566 4B4B,D0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:35.658,5566 4B4B,D3,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:36.668,5566 4B4B,D1,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:38.685,5566 4B4B,D2,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:39.689,5566 4B4B,C6,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:54.777,5566 4B4B,CB,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:55.784,5566 4B4B,CF,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:57.798,5566 4B4B,D0,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:58.805,5566 4B4B,CC,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T11:59:59.815,5566 4B4B,CE,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:00.824,5566 4B4B,CE,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:01.833,5566 4B4B,CC,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:02.843,5566 4B4B,CE,B6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:03.850,5566 4B4B,CC,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:04.854,5566 4B4B,CB,B2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:10.924,5566 7FFF,CE,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:11.934,5566 4B4B,DC,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:12.944,5566 4B4B,EA,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:13.955,5566 4B4B,E3,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:14.965,5566 4B0B,D5,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:17.517,5566 0043,E2,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:17.995,66CC D2AD,CC,C6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:19.005,5566 4B4B,E9,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:20.013,5566 4B4B,E2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:21.018,5566 4B4B,E9,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:40.479,5566 4B4B,E8,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:41.465,334B 664B,DC,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:00:42.448,334B 664B,DA,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:01:10.171,CFFF F800,DA,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:01:26.141,314A 4B34,C5,F8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:39.528,334B 4B34,C9,BC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:40.538,5566 4B4B,E7,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:42.559,5506 4B4B,D8,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:44.578,5566 4B4B,DB,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:45.588,5566 4B4B,EB,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:02:49.663,5566 4B4B,E0,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:03:41.333,5566 4B4B,C7,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:03:42.341,5566 4B4B,CE,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:03:43.346,5566 4B4B,D1,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:04:30.733,5566 4B4B,CE,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:06:43.044,5566 4B4B,CE,AD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:06:44.048,5566 4B4B,D5,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:07:01.453,5566 4B7F,D1,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:04.865,5566 4B4B,D5,86,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:05.852,334B 664B,E5,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:06.836,334B 664B,E5,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:12.810,334F FFFF,E2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:13.814,5566 4B4B,DA,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:48.470,5567 FFF0,D3,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:50.457,5566 4B2A,CA,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:51.450,5564 0B2A,C5,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:08:53.436,5566 4A2A,C9,EA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:09:39.672,5566 4B2A,C5,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:09:40.657,334B 664B,D7,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:09:42.625,334B 664B,CA,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:09:43.609,334B 664B,D3,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:24.924,334B 67FF,D2,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:25.928,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:27.351,5566 4BC0,DB,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:28.336,334B 664B,D2,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:29.320,334B 664B,D1,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:46.669,337F FFF0,D9,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:10:58.123,4062 4B49,C2,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:11:02.163,5566 4B4B,C9,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:11:03.171,5566 4B4B,C9,C3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:11:58.658,5566 4B4B,CD,BC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:12:32.337,5566 4B4B,C9,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:12:51.893,557B FB68,C7,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:14:53.069,5FFF C000,CC,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:15:33.903,5566 4B2A,C5,E1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:21:30.934,1126 0A2A,C4,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:21:31.924,334B 4B52,C9,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:21:33.895,334B 4B52,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:22:02.500,E800 0000,C8,AC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:23:43.511,334B 4B34,CB,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:24:06.840,5524 4343,C5,F3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:24:25.839,5566 4BC0,CA,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:25:31.347,5566 4B2A,C4,DB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:26:02.442,5566 4B4B,D2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:08.798,5544 4B49,C6,E5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:09.777,334B 4B34,D1,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:40.518,334B 4B34,D1,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:41.497,334B 4B34,D2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:42.474,334B 4B34,D2,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:54.162,334B 4BFF,D2,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-21T12:29:55.170,5566 4B4B,CD,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

