Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-11-17T12:36:59.233,E3B2 7BFF, E,E1,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:37:02.701,30FA 24FF, 4,CD,2015-11-17T12:36:58.551,ASL/16/3937*2E
2015-11-17T12:49:19.628,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:20.609,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:21.588,622D B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:29.385,66AD FFFF, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:30.329,62AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:33.966,66AF FFFE, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:36.982,5566 4B2A, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:45.852,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:46.832,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:47.812,462D B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:54.401,66AF FFFE, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:49:56.361,46AD B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:03.271,66AF FFFE, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:04.252,66AD A4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:05.231,66AD B4CC, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:06.278,66AF FFFC, D,08,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:13.973,5566 4B2A, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:21.074,66BF FFF0, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:22.054,66AD B444, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:23.034,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:30.134,66FF FFC0, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:38.332,64AD B4CC, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:38.431,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:40.390,66AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:47.555,66FF FF80, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:48.535,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:56.767,66AD B4CF, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:50:57.746,662D B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:07.127,67FF FF00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:11.616,67FF FF00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:14.293,5566 4B2A, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:15.274,66AD B44C, D,7B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:16.253,64AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:23.675,67FF FF00, D,49,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:24.656,668D B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:25.635,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:32.867,7FFF FC00, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:33.848,66AD B0C4, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:34.828,62AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:44.339,66FF FF00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:45.351,7FFF F800, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:51.764,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:51:52.744,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:00.510,40AD B4CF, D,4C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:01.490,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:02.505,662D B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:10.938,7FFF F000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:18.704,66AD B4FF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:19.667,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:27.450,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:36.260,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:37.240,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:46.372,66AD B4CF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:47.351,26AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:52:53.980,7FFF C000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:04.354,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:05.334,66AD B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:13.420,66AD B4FF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:22.742,66AD B4CC, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:23.723,60AD B4CC, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:24.701,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:28.101,7FFF 8000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:32.705,5566 4B2A, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:33.686,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:53:51.291,66AD B4FF, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:00.487,66A1 B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:02.675,64AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:09.939,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:10.919,66AD B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:20.180,66AD B4CF, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:29.759,46AD B4CF, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:37.316,66AD B4CF, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:39.085,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:57.014,62AD B4CF, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:54:57.994,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:12.084,66AD B4FF, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:15.923,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:26.293,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:34.959,66AD B4CF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:35.939,66AD B4C4, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:44.416,66AD B4CF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:46.789,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:54.129,5566 4B2A, C,E9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:55:55.109,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:03.521,66AD B4CF, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:04.501,66A5 A4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:12.913,66AD B4FF, D,49,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:13.893,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:21.047,66AD B4FF, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:22.495,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:31.889,64AC B4C8, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:32.869,66AD B4CC, D,5B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:41.537,66AD B4CF, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:50.867,668C B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:56:55.372,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:00.453,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:01.434,66AD B48C, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:09.720,66AD B4CF, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:28.444,66AD B44C, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:29.245,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:29.424,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:38.564,66AD B4FF, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:56.115,66AD B4CF, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:57:57.095,66AC B48C, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:02.736,66AD B4CF, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:05.571,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:06.552,66AD B4CC, D,5B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:14.772,66AD B4FF, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:15.753,66AD 34CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:24.102,66AD B4CF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:25.082,66AD B4CC, D,3C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:33.175,66AD B4CF, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:34.155,66AD B4C8, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:35.835,66AD B67F, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:42.056,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:43.037,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:51.001,66AD B4CF, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:58:52.961,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:00.458,5FFF F000, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:01.438,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:02.418,62AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:08.098,65FF FC00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:09.978,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:10.959,66AD B4CC, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:11.938,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:19.305,67FF FE00, D,38,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:21.265,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:28.887,67FF FC00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:29.868,66AD B4CC, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:30.847,26AD B4CC, D,5B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:38.213,67FF FC00, D,18,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:39.194,46AD B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:39.844,66AD B4DF, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:46.773,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:47.753,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:48.732,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:59:56.227,67FF F800, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:04.850,66AD B0CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:05.831,66AC B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:06.810,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:11.720,7FFF F800, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:15.539,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:24.227,628D B4DF, D,4A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:25.206,46AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:32.828,67FF FC00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:33.809,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:34.788,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:42.155,67FF FC00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:43.136,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:43.914,26AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:44.115,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:51.609,7FFF FC00, D,38,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:52.590,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:00:53.569,6625 B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:00.741,66FF FF00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:09.618,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:11.578,66AD B4CC, C,FC,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:16.365,67FF F000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:19.134,5566 4B2A, C,F9,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:20.114,66A5 B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:27.565,66AD B4CF, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:28.545,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:29.560,66AD B4CE, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:38.188,67FF FC00, D,28,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:39.167,66AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:47.511,7FFF F000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:48.490,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:49.075,67FF F800, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:56.300,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:01:58.259,668D B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:05.686,67FF F800, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:06.667,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:07.646,62AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:16.372,7FFF F000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:17.352,66AD B4CC, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:22.560,67FF F800, D,08,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:24.970,5566 4B2A, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:33.781,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:34.762,662D B4CC, D,5A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:35.741,66AD B4CC, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:45.766,7FFF E000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:53.703,7FFF 8000, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:02:56.694,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:02.963,5566 4B2A, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:03.944,66AD B4C8, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:11.875,66AD B4CF, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:12.820,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:13.799,22AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:21.993,7FFF 8000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:22.973,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:31.412,66AD B4CF, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:39.936,5566 4B2A, C,DA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:41.896,66AD B4C8, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:49.962,7FFF C000, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:50.943,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:51.922,26AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:03:59.732,7FFF C000, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:00.712,66A5 B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:01.691,46AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:06.450,7FFF E000, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:09.438,5566 4B2A, C,FA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:10.418,642D 34CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:18.121,668D B4CF, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:19.102,62AD 94CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:20.081,662D B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:27.826,67FF F800, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:28.807,66AD B484, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:29.786,26AD B4CC, C,FB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:36.957,66FF FF00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:37.937,66AD B4CC, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:41.423,66AD B4FF, D,49,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:44.936,5566 4B2A, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:46.896,66AD B4CC, C,EB,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:04:53.811,66BF FFE0, D,28,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:01.728,66AD B4CC, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:02.709,66AC B4CC, D,1C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:10.473,62AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:11.453,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:16.399,66AD B4CF, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:18.388,5566 4B2A, C,EA,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:19.368,66AD B44C, D,1B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:20.348,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:27.132,66AF FFF8, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:29.092,66AD B4CC, D,0B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:35.975,67FF FC00, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:36.920,66AD B44C, D,3A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:37.900,64AD B4CC, D,4C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:45.257,677F FFE0, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:46.237,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:47.217,46AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:51.568,73FF FE00, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:54.446,5566 4B2A, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:55.427,66AD B4CC, D,2B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:05:56.406,66AD B4CE, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:03.955,67FF FC00, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:04.935,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:05.915,66AD B4CC, D,1A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:13.081,67FF FE00, D,19,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:14.061,66AD B4CC, D,3B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:15.041,66AD B4CE, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:23.443,67FF FE00, D,39,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:24.422,66AD B4CC, D,4B,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:32.569,66FF FF00, D,18,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:33.549,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:40.778,66BF FFC0, D,09,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:41.759,66A5 B4CC, D,2C,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:42.738,66AD B4CC, D,0A,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:49.648,67FF FFC0, D,29,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T13:06:57.625,66AD B4CC, D,2A,2015-11-17T12:36:58.551,ASL/16/3937*2E

